Microsoft Windows [版本 10.0.26100.2454]
(c) Microsoft Corporation。保留所有权利。

(QMR_CV) C:\Users\Administrator\Desktop\CV>cd lab1


(QMR_CV) C:\Users\Administrator\Desktop\CV\lab1>python lab.py
timer 1s
start
IF GPU READY: True
cuda
Epoch [1/1000], Loss: 0.43495383858680725
Epoch [139/1000], Loss: 0.009998059831559658
Epoch [140/1000], Loss: 9.576415322953835e-06
Epoch [141/1000], Loss: 0.3055628836154938
Epoch [142/1000], Loss: 7.338939030887559e-05
Epoch [143/1000], Loss: 0.0013202006230130792
Epoch [144/1000], Loss: 0.043346624821424484
Epoch [145/1000], Loss: 0.008277652785182
Epoch [146/1000], Loss: 0.18693000078201294
Epoch [147/1000], Loss: 4.625069777830504e-05
Epoch [148/1000], Loss: 4.776152127305977e-05
Epoch [149/1000], Loss: 0.0011840916704386473
Epoch [150/1000], Loss: 0.2518516182899475
Epoch [151/1000], Loss: 0.00021690061839763075
Epoch [152/1000], Loss: 1.784140658855904e-05
Epoch [153/1000], Loss: 0.15454904735088348
Epoch [154/1000], Loss: 0.009522702544927597
Epoch [155/1000], Loss: 0.003997707273811102
Epoch [156/1000], Loss: 0.00044255773536860943
Epoch [157/1000], Loss: 0.00010183701670030132
Epoch [158/1000], Loss: 0.002473141299560666
Epoch [159/1000], Loss: 0.0006209924467839301
Epoch [160/1000], Loss: 0.005669170990586281
Epoch [161/1000], Loss: 0.00047127451398409903
Epoch [162/1000], Loss: 0.00011987132165813819
Epoch [163/1000], Loss: 0.01630178652703762
Epoch [164/1000], Loss: 0.0009275480988435447
Epoch [165/1000], Loss: 0.04722842574119568
Epoch [166/1000], Loss: 0.0005004527629353106
Epoch [167/1000], Loss: 9.471992234466597e-05
Epoch [168/1000], Loss: 0.0015362986596301198
Epoch [169/1000], Loss: 0.0004388008965179324
Epoch [170/1000], Loss: 5.642540145345265e-06
Epoch [171/1000], Loss: 0.0006143388454802334
Epoch [172/1000], Loss: 0.0012116795405745506
Epoch [173/1000], Loss: 6.318052328424528e-06
Epoch [174/1000], Loss: 5.701751433662139e-05
Epoch [175/1000], Loss: 0.000251179764745757
Epoch [176/1000], Loss: 1.943056849995628e-05
Epoch [177/1000], Loss: 5.217192301643081e-05
Epoch [178/1000], Loss: 0.06980284303426743
Epoch [179/1000], Loss: 0.6061694025993347
Epoch [180/1000], Loss: 7.910699787316844e-05
Epoch [181/1000], Loss: 0.8999428749084473
Epoch [182/1000], Loss: 0.0015431344509124756
Epoch [183/1000], Loss: 0.00048413980402983725
Epoch [184/1000], Loss: 0.001711640041321516
Epoch [185/1000], Loss: 0.00033668300602585077
Epoch [186/1000], Loss: 0.08143544942140579
Epoch [187/1000], Loss: 4.589346281136386e-05
Epoch [188/1000], Loss: 0.0001642335409997031
Epoch [189/1000], Loss: 0.01826939545571804
Epoch [190/1000], Loss: 0.003912558313459158
Epoch [191/1000], Loss: 0.002055732300505042
Epoch [192/1000], Loss: 0.018666947260499
Epoch [193/1000], Loss: 0.03998282179236412
Epoch [194/1000], Loss: 0.003459128551185131
Epoch [195/1000], Loss: 0.007804290857166052
Epoch [196/1000], Loss: 0.003949325997382402
Epoch [197/1000], Loss: 0.010333920828998089
Epoch [198/1000], Loss: 0.0025270082987844944
Epoch [199/1000], Loss: 0.00010441386257298291
Epoch [200/1000], Loss: 0.0006989555549807847
Epoch [201/1000], Loss: 0.013403504155576229
Epoch [202/1000], Loss: 3.576142989913933e-05
Epoch [203/1000], Loss: 0.004903531167656183
Epoch [204/1000], Loss: 0.00018069666111841798
Epoch [205/1000], Loss: 5.0900114729302004e-05
Epoch [206/1000], Loss: 0.02559501864016056
Epoch [207/1000], Loss: 0.003082460956647992
Epoch [208/1000], Loss: 1.680833702266682e-05
Epoch [209/1000], Loss: 0.0003366648161318153
Epoch [210/1000], Loss: 0.0070828101597726345
Epoch [211/1000], Loss: 0.052668530493974686
Epoch [212/1000], Loss: 0.0020989973563700914
Epoch [213/1000], Loss: 0.00011998503032373264
Epoch [214/1000], Loss: 0.015271606855094433
Epoch [215/1000], Loss: 0.0049392045475542545
Epoch [216/1000], Loss: 0.00016111477452795953
Epoch [217/1000], Loss: 0.0012649690033867955
Epoch [218/1000], Loss: 4.633116259356029e-05
Epoch [219/1000], Loss: 5.419662920758128e-05
Epoch [220/1000], Loss: 0.0007031368440948427
Epoch [221/1000], Loss: 0.00438720965757966
Epoch [222/1000], Loss: 0.0004590859462041408
Epoch [223/1000], Loss: 0.0001187185916933231
Epoch [224/1000], Loss: 0.00010942292283289135
Epoch [225/1000], Loss: 0.15309756994247437
Epoch [226/1000], Loss: 0.12165316939353943
Epoch [227/1000], Loss: 0.000604152912274003
Epoch [228/1000], Loss: 0.17232732474803925
Epoch [229/1000], Loss: 0.000857457984238863
Epoch [230/1000], Loss: 0.04528741538524628
Epoch [231/1000], Loss: 0.12963519990444183
Epoch [232/1000], Loss: 0.0007794878911226988
Epoch [233/1000], Loss: 0.0003443397581577301
Epoch [234/1000], Loss: 0.0025003214832395315
Epoch [235/1000], Loss: 0.13308213651180267
Epoch [236/1000], Loss: 0.26345351338386536
Epoch [237/1000], Loss: 1.3748668607149739e-05
Epoch [238/1000], Loss: 0.001692633144557476
Epoch [239/1000], Loss: 9.496942766418215e-06
Epoch [240/1000], Loss: 0.00016476225573569536
Epoch [241/1000], Loss: 0.00032190425554290414
Epoch [242/1000], Loss: 0.000348971487255767
Epoch [243/1000], Loss: 0.0007447866373695433
Epoch [244/1000], Loss: 0.00016869565297383815
Epoch [245/1000], Loss: 0.0026510946918278933
Epoch [246/1000], Loss: 0.00025664016720838845
Epoch [247/1000], Loss: 0.0186990424990654
Epoch [248/1000], Loss: 0.005083231721073389
Epoch [249/1000], Loss: 0.1983913779258728
Epoch [250/1000], Loss: 0.011367648839950562
Epoch [251/1000], Loss: 0.11098421365022659
Epoch [252/1000], Loss: 0.0019648137968033552
Epoch [253/1000], Loss: 0.00010401498730061576
Epoch [254/1000], Loss: 0.0012662630761042237
Epoch [255/1000], Loss: 0.0015655405586585402
Epoch [256/1000], Loss: 0.26185038685798645
Epoch [257/1000], Loss: 0.0016495268791913986
Epoch [258/1000], Loss: 0.03976323828101158
Epoch [259/1000], Loss: 0.0018206970999017358
Epoch [260/1000], Loss: 0.0014550498453900218
Epoch [261/1000], Loss: 0.12985791265964508
Epoch [262/1000], Loss: 7.98697965365136e-06
Epoch [263/1000], Loss: 0.02159888856112957
Epoch [264/1000], Loss: 0.011135159991681576
Epoch [265/1000], Loss: 0.00437950249761343
Epoch [266/1000], Loss: 0.0004725938197225332
Epoch [267/1000], Loss: 5.8014816204376984e-06
Epoch [268/1000], Loss: 0.268361359834671
Epoch [269/1000], Loss: 0.004129732493311167
Epoch [270/1000], Loss: 3.3775897918530973e-06
Epoch [271/1000], Loss: 2.2291513232630678e-05
Epoch [272/1000], Loss: 0.0007389441598206758
Epoch [273/1000], Loss: 0.00017219274013768882
Epoch [274/1000], Loss: 1.573549525346607e-05
Epoch [275/1000], Loss: 3.246402047807351e-05
Epoch [276/1000], Loss: 4.927297140966402e-06
Epoch [277/1000], Loss: 0.0006502466858364642
Epoch [278/1000], Loss: 0.9389085173606873
Epoch [279/1000], Loss: 0.0005758660845458508
Epoch [280/1000], Loss: 0.000510109297465533
Epoch [281/1000], Loss: 0.005502698477357626
Epoch [282/1000], Loss: 1.0609550372464582e-05
Epoch [283/1000], Loss: 0.0008327783434651792
Epoch [284/1000], Loss: 0.0007309298380278051
Epoch [285/1000], Loss: 0.0010387097718194127
Epoch [286/1000], Loss: 2.6861018341151066e-05
Epoch [287/1000], Loss: 0.001372645259834826
Epoch [288/1000], Loss: 2.1536856365855783e-05
Epoch [289/1000], Loss: 2.407984902674798e-05
Epoch [290/1000], Loss: 1.4424171240534633e-05
Epoch [291/1000], Loss: 0.00033616137807257473
Epoch [292/1000], Loss: 0.001534531475044787
Epoch [293/1000], Loss: 6.194374873302877e-05
Epoch [294/1000], Loss: 6.862032023491338e-05
Epoch [295/1000], Loss: 0.0016684256261214614
Epoch [296/1000], Loss: 0.002257888438180089
Epoch [297/1000], Loss: 0.0033312449231743813
Epoch [298/1000], Loss: 0.11227668076753616
Epoch [299/1000], Loss: 0.0840858593583107
Epoch [300/1000], Loss: 0.021000059321522713
Epoch [301/1000], Loss: 0.0069240424782037735
Epoch [302/1000], Loss: 0.08934066444635391
Epoch [303/1000], Loss: 5.908537423238158e-05
Epoch [304/1000], Loss: 0.006029652897268534
Epoch [305/1000], Loss: 3.3099695428973064e-05
Epoch [306/1000], Loss: 0.00048349486314691603
Epoch [307/1000], Loss: 7.453806028934196e-05
Epoch [308/1000], Loss: 0.00022191095922607929
Epoch [309/1000], Loss: 0.0024303009267896414
Epoch [310/1000], Loss: 0.0003292943583801389
Epoch [311/1000], Loss: 0.0006432586233131588
Epoch [312/1000], Loss: 3.0199614684534026e-06
Epoch [313/1000], Loss: 0.010395828634500504
Epoch [314/1000], Loss: 3.754940189537592e-05
Epoch [315/1000], Loss: 0.007289662957191467
Epoch [316/1000], Loss: 3.7271787732606754e-05
Epoch [317/1000], Loss: 7.74415020714514e-05
Epoch [318/1000], Loss: 0.010665345937013626
Epoch [319/1000], Loss: 0.0010272881481796503
Epoch [320/1000], Loss: 0.0001286421320401132
Epoch [321/1000], Loss: 3.933896550734062e-06
Epoch [322/1000], Loss: 0.008076244033873081
Epoch [323/1000], Loss: 0.000923442654311657
Epoch [324/1000], Loss: 7.994045154191554e-05
Epoch [325/1000], Loss: 0.00046114236465655267
Epoch [326/1000], Loss: 0.21892844140529633
Epoch [327/1000], Loss: 0.012342195026576519
Epoch [328/1000], Loss: 0.0003089321544393897
Epoch [329/1000], Loss: 0.0015372439520433545
Epoch [330/1000], Loss: 0.0003504924534354359
Epoch [331/1000], Loss: 0.0011787355178967118
Epoch [332/1000], Loss: 0.001839496660977602
Epoch [333/1000], Loss: 0.01655675657093525
Epoch [334/1000], Loss: 0.0030320174992084503
Epoch [335/1000], Loss: 9.440704161534086e-05
Epoch [336/1000], Loss: 0.010311472229659557
Epoch [337/1000], Loss: 0.012767571024596691
Epoch [338/1000], Loss: 5.936153684160672e-05
Epoch [339/1000], Loss: 0.0026790809351950884
Epoch [340/1000], Loss: 0.0004745274782180786
Epoch [341/1000], Loss: 0.0004303473688196391
Epoch [342/1000], Loss: 0.002474934561178088
Epoch [343/1000], Loss: 0.0009375668596476316
Epoch [344/1000], Loss: 0.00491379713639617
Epoch [345/1000], Loss: 7.3114661063300446e-06
Epoch [346/1000], Loss: 0.0006540194153785706
Epoch [347/1000], Loss: 7.136110070860013e-05
Epoch [348/1000], Loss: 0.0002034210629062727
Epoch [349/1000], Loss: 0.002052210969850421
Epoch [350/1000], Loss: 0.02022840455174446
Epoch [351/1000], Loss: 0.011605030857026577
Epoch [352/1000], Loss: 9.15427808649838e-05
Epoch [353/1000], Loss: 0.20685209333896637
Epoch [354/1000], Loss: 9.05103879631497e-05
Epoch [355/1000], Loss: 6.55192052363418e-05
Epoch [356/1000], Loss: 0.08729320764541626
Epoch [357/1000], Loss: 5.077963578514755e-05
Epoch [358/1000], Loss: 7.073050710459938e-06
Epoch [359/1000], Loss: 0.022623715922236443
Epoch [360/1000], Loss: 5.737541141570546e-05
Epoch [361/1000], Loss: 0.00016119102656375617
Epoch [362/1000], Loss: 0.0006912908866070211
Epoch [363/1000], Loss: 0.0006947782239876688
Epoch [364/1000], Loss: 0.00041459998465143144
Epoch [365/1000], Loss: 0.0064354147762060165
Epoch [366/1000], Loss: 1.629167491046246e-05
Epoch [367/1000], Loss: 4.104586332687177e-05
Epoch [368/1000], Loss: 0.0004372446273919195
Epoch [369/1000], Loss: 9.237923222826794e-05
Epoch [370/1000], Loss: 0.19805043935775757
Epoch [371/1000], Loss: 0.00038864664384163916
Epoch [372/1000], Loss: 0.0023833520244807005
Epoch [373/1000], Loss: 8.741964848013595e-06
Epoch [374/1000], Loss: 0.034957095980644226
Epoch [375/1000], Loss: 1.3867732377548236e-05
Epoch [376/1000], Loss: 1.0251890671497677e-05
Epoch [377/1000], Loss: 7.74852651375113e-06
Epoch [378/1000], Loss: 0.00026867075939662755
Epoch [379/1000], Loss: 1.0331464181945194e-06
Epoch [380/1000], Loss: 0.0004906977992504835
Epoch [381/1000], Loss: 0.0003367715689819306
Epoch [382/1000], Loss: 0.0008287276141345501
Epoch [383/1000], Loss: 1.2906352281570435
Epoch [384/1000], Loss: 0.08731762319803238
Epoch [385/1000], Loss: 0.013385293073952198
Epoch [386/1000], Loss: 0.000393064838135615
Epoch [387/1000], Loss: 0.12880836427211761
Epoch [388/1000], Loss: 0.00012768949090968817
Epoch [389/1000], Loss: 0.001460521831177175
Epoch [390/1000], Loss: 0.0006337238592095673
Epoch [391/1000], Loss: 0.00013938006304670125
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\CV\lab1\lab.py", line 64, in <module>
    outputs = model(inputs)
              ^^^^^^^^^^^^^
  File "C:\ProgramData\anaconda3\envs\QMR_CV\Lib\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\ProgramData\anaconda3\envs\QMR_CV\Lib\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Administrator\Desktop\CV\lab1\lab.py", line 43, in forward
    out = self.fc1(x)
          ^^^^^^^^^^^
  File "C:\ProgramData\anaconda3\envs\QMR_CV\Lib\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\ProgramData\anaconda3\envs\QMR_CV\Lib\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\ProgramData\anaconda3\envs\QMR_CV\Lib\site-packages\torch\nn\modules\linear.py", line 125, in forward
    return F.linear(input, self.weight, self.bias)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
KeyboardInterrupt
^C
(QMR_CV) C:\Users\Administrator\Desktop\CV\lab1>python lab.py
timer 1s
start
IF GPU READY: True
cuda
Epoch [1/20], Loss: 0.557312548160553
Epoch [2/20], Loss: 0.12574650347232819
Epoch [3/20], Loss: 0.07317594438791275
Epoch [4/20], Loss: 0.14396382868289948
Epoch [5/20], Loss: 0.020471513271331787
Epoch [6/20], Loss: 0.027904100716114044
Epoch [7/20], Loss: 0.28319939970970154
Epoch [8/20], Loss: 0.08314955979585648
Epoch [9/20], Loss: 0.042805805802345276
Epoch [10/20], Loss: 0.0068653654307127
Epoch [11/20], Loss: 0.0026914107147604227
Epoch [12/20], Loss: 0.004118998069316149
Epoch [13/20], Loss: 0.005800043698400259
Epoch [14/20], Loss: 0.045344848185777664
Epoch [15/20], Loss: 0.020420856773853302
Epoch [16/20], Loss: 0.004004392307251692
Epoch [17/20], Loss: 0.001819909899495542
Epoch [18/20], Loss: 0.00039461880805902183
Epoch [19/20], Loss: 0.02185303531587124
Epoch [20/20], Loss: 0.003414002014324069
Accuracy of the model on the test set: 97.5%

(QMR_CV) C:\Users\Administrator\Desktop\CV\lab1>python lab.py
timer 1s
start
IF GPU READY: True
cuda
Epoch [1/20], Loss: 0.9791129231452942
Epoch [2/20], Loss: 0.7095702886581421
Epoch [3/20], Loss: 0.5840241312980652
Epoch [4/20], Loss: 0.5037593841552734
Epoch [5/20], Loss: 0.2824609577655792
Epoch [6/20], Loss: 0.2636409103870392
Epoch [7/20], Loss: 0.24163971841335297
Epoch [8/20], Loss: 0.17913535237312317
Epoch [9/20], Loss: 0.13728125393390656
Epoch [10/20], Loss: 0.20350486040115356
Epoch [11/20], Loss: 0.09261365234851837
Epoch [12/20], Loss: 0.12185964733362198
Epoch [13/20], Loss: 0.08304198831319809
Epoch [14/20], Loss: 0.1370508223772049
Epoch [15/20], Loss: 0.0849018469452858
Epoch [16/20], Loss: 0.14263495802879333
Epoch [17/20], Loss: 0.06403787434101105
Epoch [18/20], Loss: 0.14140333235263824
Epoch [19/20], Loss: 0.09858153015375137
Epoch [20/20], Loss: 0.03798972815275192
Accuracy of the model on the test set: 98.75%

(QMR_CV) C:\Users\Administrator\Desktop\CV\lab1>python lab.py
timer 1s
start
IF GPU READY: True
cuda
Epoch [1/40], Loss: 0.6416040062904358
Epoch [2/40], Loss: 0.18591651320457458
Epoch [3/40], Loss: 0.18794754147529602
Epoch [4/40], Loss: 0.1301601082086563
Epoch [5/40], Loss: 0.06074943020939827
Epoch [6/40], Loss: 0.03607552871108055
Epoch [7/40], Loss: 0.03371790051460266
Epoch [8/40], Loss: 0.20467939972877502
Epoch [9/40], Loss: 0.010175635106861591
Epoch [10/40], Loss: 0.3040103614330292
Epoch [11/40], Loss: 0.017325716093182564
Epoch [12/40], Loss: 0.01914740726351738
Epoch [13/40], Loss: 0.02451387420296669
Epoch [14/40], Loss: 0.06332016736268997
Epoch [15/40], Loss: 0.07292649894952774
Epoch [16/40], Loss: 0.05446407198905945
Epoch [17/40], Loss: 0.046974748373031616
Epoch [18/40], Loss: 0.02076483890414238
Epoch [19/40], Loss: 0.010959812439978123
Epoch [20/40], Loss: 0.00461134547367692
Epoch [21/40], Loss: 0.03750063106417656
Epoch [22/40], Loss: 0.005091528873890638
Epoch [23/40], Loss: 0.01347583532333374
Epoch [24/40], Loss: 0.021034391596913338
Epoch [25/40], Loss: 0.010969216004014015
Epoch [26/40], Loss: 0.026521431282162666
Epoch [27/40], Loss: 0.07454375177621841
Epoch [28/40], Loss: 0.009928323328495026
Epoch [29/40], Loss: 0.009229038842022419
Epoch [30/40], Loss: 0.03317379578948021
Epoch [31/40], Loss: 0.001816537813283503
Epoch [32/40], Loss: 0.04075228422880173
Epoch [33/40], Loss: 0.013107312843203545
Epoch [34/40], Loss: 0.11685951054096222
Epoch [35/40], Loss: 0.01647154614329338
Epoch [36/40], Loss: 0.0058609056286513805
Epoch [37/40], Loss: 0.009608314372599125
Epoch [38/40], Loss: 0.03647827357053757
Epoch [39/40], Loss: 0.02611800841987133
Epoch [40/40], Loss: 0.0005605685873888433
Accuracy of the model on the test set: 98.25%


Microsoft Windows [版本 10.0.19045.4957]
(c) Microsoft Corporation。保留所有权利。

(QMR) C:\Users\Administrator\Desktop\HUST-CV>C:/ProgramData/anaconda3/envs/QMR/python.exe c:/Users/Administrator/Desktop/HUST-CV/mlp/lab_qmr.py
timer 5s
True
start
Epoch [10/100], Loss: 1.0775188207626343
Epoch [20/100], Loss: 1.0198582410812378
Epoch [30/100], Loss: 0.9785978198051453
Epoch [40/100], Loss: 0.940784215927124 
Epoch [50/100], Loss: 0.9048259854316711
Epoch [60/100], Loss: 0.8703478574752808
Epoch [70/100], Loss: 0.8372302651405334
Epoch [80/100], Loss: 0.8055086731910706
Epoch [90/100], Loss: 0.7753512263298035
Epoch [100/100], Loss: 0.7467939853668213
Accuracy of the model on the test set: 73.33333333333333%

(QMR) C:\Users\Administrator\Desktop\HUST-CV>C:/ProgramData/anaconda3/envs/QMR/python.exe c:/Users/Administrator/Desktop/HUST-CV/mlp/lab_qmr.py
timer 5s
True
start
Epoch [10/500], Loss: 0.9952073693275452
Epoch [20/500], Loss: 0.9552009105682373
Epoch [30/500], Loss: 0.9172471165657043
Epoch [40/500], Loss: 0.8776795864105225
Epoch [50/500], Loss: 0.8393732905387878
Epoch [60/500], Loss: 0.8076473474502563
Epoch [70/500], Loss: 0.7775803208351135
Epoch [80/500], Loss: 0.7483299970626831
Epoch [90/500], Loss: 0.7203820943832397
Epoch [100/500], Loss: 0.694040834903717
Epoch [110/500], Loss: 0.6697395443916321
Epoch [120/500], Loss: 0.6477349996566772
Epoch [130/500], Loss: 0.6274657845497131
Epoch [140/500], Loss: 0.608512282371521
Epoch [150/500], Loss: 0.5908138751983643
Epoch [160/500], Loss: 0.5743315815925598
Epoch [170/500], Loss: 0.559145987033844
Epoch [180/500], Loss: 0.5450966358184814
Epoch [190/500], Loss: 0.5319651961326599
Epoch [200/500], Loss: 0.5197835564613342
Epoch [210/500], Loss: 0.5083927512168884
Epoch [220/500], Loss: 0.49772199988365173
Epoch [230/500], Loss: 0.4876689612865448
Epoch [240/500], Loss: 0.4781962037086487
Epoch [250/500], Loss: 0.46924394369125366
Epoch [260/500], Loss: 0.4607383608818054
Epoch [270/500], Loss: 0.45263543725013733
Epoch [280/500], Loss: 0.44487932324409485
Epoch [290/500], Loss: 0.43745434284210205
Epoch [300/500], Loss: 0.4303257167339325
